C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,AT (K),Ms (K)
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1333,701.36
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1323,701.46
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1313,701.55
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1303,701.65
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1293,701.75
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1283,701.86
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1273,701.99
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1263,702.12
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1253,702.28
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1243,702.47
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1233,702.7
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1223,702.98
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1213,703.32
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1203,703.75
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1193,704.31
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1183,704.96
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1173,705.75
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1163,706.65
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1153,707.65
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1143,708.73
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1133,709.83
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1123,704.45
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1113,697.81
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1103,689.91
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1093,680.77
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1083,670.41
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1073,658.84
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1063,646.07
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1053,632.07
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1043,616.82
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1033,600.27
0.07,0.25,2,0,0,0,0.48,0,0,0.038,0,0,0.008,0,0.013,0.004,1023,582.32
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1743,676.67
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1733,683.88
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1723,690.55
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1713,696.87
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1703,701.07
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1693,701.1
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1683,701.12
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1673,701.14
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1663,701.16
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1653,701.18
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1643,701.19
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1633,701.21
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1623,701.22
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1613,701.23
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1603,701.24
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1593,701.25
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1583,701.26
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1573,701.27
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1563,701.28
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1553,701.28
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1543,701.29
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1533,701.3
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1523,701.3
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1513,701.3
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1503,701.31
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1493,701.31
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1483,701.31
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1473,701.49
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1463,701.73
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1453,701.94
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1443,702.15
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1433,702.33
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1423,702.5
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1413,702.66
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1403,702.81
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1393,702.94
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1383,703.07
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1373,703.19
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1363,703.3
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1353,703.41
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1343,703.52
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1333,703.62
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1323,703.72
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1313,703.82
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1303,703.92
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1293,704.03
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1283,704.15
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1273,704.28
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1263,704.42
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1253,704.59
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1243,704.78
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1233,705.01
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1223,705.28
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1213,705.6
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1203,706
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1193,706.49
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1183,707.1
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1173,707.79
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1163,708.6
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1153,709.51
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1143,710.5
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1133,708.5
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1123,702.75
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1113,695.81
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1103,687.68
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1093,678.36
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1083,667.85
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1073,656.15
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1063,643.24
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1053,629.09
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1043,613.66
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1033,596.89
0.07,0.25,1.9,0,0,0.08,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1023,578.88
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1743,672.05
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1733,679.16
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1723,685.74
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1713,691.87
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1703,697.51
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1693,698.17
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1683,698.19
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1673,698.21
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1663,698.23
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1653,698.25
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1643,698.26
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1633,698.28
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1623,698.29
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1613,698.3
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1603,698.31
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1593,698.32
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1583,698.33
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1573,698.34
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1563,698.35
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1553,698.35
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1543,698.36
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1533,698.37
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1523,698.37
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1513,698.37
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1503,698.38
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1493,698.38
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1483,698.38
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1473,698.55
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1463,698.79
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1453,699.01
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1443,699.21
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1433,699.39
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1423,699.57
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1413,699.72
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1403,699.87
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1393,700.01
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1383,700.13
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1373,700.25
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1363,700.37
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1353,700.48
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1343,700.58
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1333,700.68
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1323,700.78
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1313,700.88
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1303,700.99
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1293,701.1
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1283,701.22
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1273,701.34
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1263,701.49
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1253,701.65
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1243,701.84
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1233,702.07
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1223,702.33
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1213,702.66
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1203,703.06
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1193,703.54
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1183,704.16
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1173,704.86
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1163,705.68
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1153,706.61
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1143,707.61
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1133,703.82
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1123,698.17
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1113,691.36
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1103,683.38
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1093,674.22
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1083,663.88
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1073,652.33
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1063,639.59
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1053,625.61
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1043,610.36
0.07,0.25,1.9,0,0,0.2,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1033,593.98
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1723,638.74
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1713,644.5
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1703,649.75
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1693,654.61
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1683,658.95
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1673,662.73
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1663,665.95
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1653,668.48
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1643,668.49
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1633,668.51
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1623,668.52
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1613,668.53
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1603,668.54
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1593,668.55
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1583,668.56
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1573,668.57
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1563,668.57
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1553,668.58
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1543,668.59
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1533,668.59
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1523,668.6
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1513,668.6
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1503,668.6
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1493,668.61
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1483,668.61
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1473,668.68
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1463,668.92
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1453,669.15
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1443,669.35
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1433,669.54
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1423,669.72
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1413,669.88
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1403,670.03
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1393,670.17
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1383,670.3
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1373,670.42
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1363,670.54
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1353,670.65
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1343,670.75
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1333,670.85
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1323,670.95
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1313,671.05
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1303,671.16
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1293,671.26
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1283,671.38
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1273,671.5
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1263,671.64
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1253,671.79
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1243,671.97
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1233,672.19
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1223,672.44
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1213,672.76
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1203,673.15
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1193,673.64
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1183,674.26
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1173,672.34
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1163,670.01
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1153,667.19
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1143,663.8
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1133,659.69
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1123,654.72
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1113,648.78
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1103,641.78
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1093,633.81
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1083,624.88
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1073,614.69
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1063,603.24
0.07,0.25,1.9,0,0,1.5,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1053,590.51
0.07,0.25,1.9,0,0,4,0.45,0,0,0.06,0,0,0.01,0,0.01,0.006,1683,577.81
