C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,AT (K),Ms (K)
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1753,693.04
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1743,684.17
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1733,681.33
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1723,681.37
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1713,681.41
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1703,681.45
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1693,681.48
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1683,681.51
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1673,681.54
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1663,681.57
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1653,681.59
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1643,681.62
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1633,681.64
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1623,681.65
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1613,681.67
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1603,681.68
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1593,681.7
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1583,681.71
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1573,681.72
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1563,681.73
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1553,681.74
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1543,681.75
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1533,681.76
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1523,681.76
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1513,681.77
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1503,681.77
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1493,681.78
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1483,681.78
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1473,681.79
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1463,681.79
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1453,681.79
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1443,681.8
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1433,681.8
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1423,681.8
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1413,681.8
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1403,681.8
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1393,681.81
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1383,681.81
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1373,681.87
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1363,682.02
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1353,682.24
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1343,682.46
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1333,682.66
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1323,682.85
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1313,683.02
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1303,683.18
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1293,683.33
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1283,683.47
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1273,683.6
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1263,683.73
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1253,683.84
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1243,683.96
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1233,684.07
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1223,684.19
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1213,684.3
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1203,684.42
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1193,684.55
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1183,684.7
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1173,684.86
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1163,685.04
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1153,685.25
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1143,685.49
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1133,685.76
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1123,686.08
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1113,686.44
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1103,686.84
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1093,687.26
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1083,676.46
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1073,663.86
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1063,649.78
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1053,634.26
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1043,617.26
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1033,598.72
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1023,578.53
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1013,556.26
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1003,531.71
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,993,504.95
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,983,476.01
0.15,0.27,1.3,0.15,0.5,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,973,451.07
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1753,680.78
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1743,672.44
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1733,669.16
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1723,669.2
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1713,669.24
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1703,669.27
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1693,669.31
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1683,669.34
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1673,669.36
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1663,669.39
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1653,669.41
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1643,669.43
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1633,669.45
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1623,669.47
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1613,669.48
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1603,669.5
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1593,669.51
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1583,669.52
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1573,669.53
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1563,669.54
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1553,669.55
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1543,669.56
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1533,669.57
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1523,669.57
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1513,669.58
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1503,669.58
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1493,669.59
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1483,669.59
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1473,669.6
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1463,669.6
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1453,669.6
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1443,669.61
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1433,669.61
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1423,669.61
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1413,669.61
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1403,669.61
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1393,669.61
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1383,669.62
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1373,669.62
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1363,669.63
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1353,669.79
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1343,669.97
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1333,670.2
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1323,670.41
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1313,670.61
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1303,670.79
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1293,670.96
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1283,671.11
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1273,671.26
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1263,671.4
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1253,671.53
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1243,671.66
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1233,671.78
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1223,671.9
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1213,672.03
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1203,672.16
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1193,672.29
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1183,672.44
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1173,672.6
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1163,672.78
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1153,672.99
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1143,673.23
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1133,673.5
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1123,673.81
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1113,674.18
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1103,674.57
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1093,675
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1083,673.73
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1073,661.77
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1063,648.12
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1053,632.89
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1043,616.11
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1033,597.69
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1023,577.54
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1013,556.12
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1003,535.06
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,993,512.49
0.15,0.27,1.3,0.15,1.3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,983,488.7
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1743,649.47
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1733,645.52
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1723,644.59
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1713,644.62
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1703,644.65
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1693,644.68
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1683,644.71
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1673,644.74
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1663,644.76
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1653,644.78
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1643,644.8
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1633,644.82
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1623,644.83
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1613,644.85
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1603,644.86
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1593,644.87
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1583,644.88
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1573,644.89
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1553,644.91
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1543,644.92
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1533,644.92
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1523,644.93
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1513,644.93
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1503,644.94
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1493,644.94
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1483,644.95
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1473,644.95
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1463,644.95
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1453,644.95
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1443,644.96
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1433,644.96
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1423,644.96
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1413,644.96
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1403,644.96
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1393,644.96
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1383,644.97
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1373,644.97
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1363,644.97
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1353,644.97
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1343,644.97
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1333,645.04
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1323,645.18
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1313,645.35
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1303,645.58
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1293,645.79
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1283,645.99
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1273,646.18
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1263,646.36
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1253,646.52
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1243,646.68
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1233,646.83
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1223,646.98
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1213,647.12
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1203,647.27
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1193,647.41
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1183,647.57
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1173,647.73
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1163,647.91
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1153,648.11
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1143,648.34
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1133,648.6
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1123,648.89
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1113,649.22
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1103,649.61
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1093,650.02
0.15,0.27,1.3,0.15,3,0.05,0.13,0.2,0,0.02,0,0,0.01,0,0.01,0.01,1083,650.47
