Fe,Co,Ni,Al,Si,Cr,Nb,Mo,Ti,Cu,Mn,Zr,V,C,T,"phase (SS=0, SS+IM=1)"
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,25,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,40,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,60,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,80,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,100,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,120,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,140,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,160,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,180,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,200,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,220,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,240,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,260,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,280,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,300,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,320,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,340,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,360,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,380,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,400,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,420,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,440,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,460,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,480,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,500,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,520,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,540,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,560,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,580,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,600,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,620,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,640,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,660,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,680,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,700,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,720,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,740,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,760,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,780,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,800,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,820,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,840,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,860,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,880,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,900,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,920,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,940,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,960,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,980,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1000,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1020,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1040,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1060,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1080,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1100,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1120,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1140,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1160,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1180,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1200,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1220,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1240,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1260,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1280,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1300,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1320,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1340,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1360,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1380,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1400,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1420,0
33.4,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1440,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,60,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,90,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,120,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,150,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,180,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,210,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,240,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,270,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,300,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,330,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,360,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,390,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,420,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,450,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,480,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,510,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,540,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,570,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,600,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,630,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,660,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,690,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,720,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,750,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,780,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,810,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,840,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,870,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,900,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,930,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,960,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,990,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1020,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1050,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1080,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1110,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1140,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1170,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1200,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1230,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1260,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1290,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1320,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1350,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1380,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1410,0
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1440,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,25,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,30,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,60,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,90,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,120,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,150,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,180,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,210,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,240,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,270,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,300,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,330,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,360,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,390,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,420,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,450,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,480,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,510,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,540,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,570,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,600,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,630,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,660,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,690,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,720,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,750,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,780,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,810,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,840,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,870,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,900,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,930,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,960,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,990,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1020,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1050,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1080,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1110,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1140,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1170,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1200,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1230,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1260,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1290,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1320,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1350,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1380,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1410,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1440,0
80,10,10,0,0,0,0,0,0,0,0,0,0,0,1470,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,25,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,30,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,60,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,90,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,120,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,150,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,180,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,210,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,240,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,270,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,300,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,330,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,360,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,390,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,420,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,450,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,480,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,510,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,540,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,570,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,600,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,630,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,660,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,690,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,720,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,750,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,780,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,810,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,840,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,870,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,900,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,930,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,960,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,990,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1020,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1050,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1080,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1110,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1140,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1170,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1200,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1230,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1260,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1290,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1320,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1350,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1380,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1410,0
60,20,20,0,0,0,0,0,0,0,0,0,0,0,1440,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,25,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,30,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,60,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,90,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,120,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,150,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,180,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,210,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,240,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,270,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,300,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,330,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,360,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,390,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,420,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,450,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,480,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,510,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,540,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,570,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,600,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,630,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,660,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,690,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,720,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,750,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,780,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,810,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,840,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,870,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,900,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,930,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,960,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,990,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1020,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1050,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1080,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1110,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1140,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1170,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1200,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1230,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1260,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1290,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1320,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1350,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1380,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1410,0
30,40,30,0,0,0,0,0,0,0,0,0,0,0,1440,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,25,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,30,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,60,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,90,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,120,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,150,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,180,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,210,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,240,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,270,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,300,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,330,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,360,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,390,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,420,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,450,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,480,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,510,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,540,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,570,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,600,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,630,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,660,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,690,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,720,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,750,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,780,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,810,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,840,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,870,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,900,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,930,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,960,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,990,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,1020,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,1050,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,1080,0
30,30,30,10,0,0,0,0,0,0,0,0,0,0,1110,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,25,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,30,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,60,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,90,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,120,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,150,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,180,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,210,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,240,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,270,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,300,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,330,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,360,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,390,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,420,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,450,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,480,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,510,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,540,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,570,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,600,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,630,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,660,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,690,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,720,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,750,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,780,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,810,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,840,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,870,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,900,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,930,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,960,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,990,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1020,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1050,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1080,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1110,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1140,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1170,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1200,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1230,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1260,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1290,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1320,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1350,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1380,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1410,0
33,33,33,1,0,0,0,0,0,0,0,0,0,0,1440,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,25,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,30,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,60,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,90,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,120,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,150,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,180,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,210,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,240,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,270,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,300,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,330,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,360,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,390,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,420,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,450,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,480,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,510,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,540,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,570,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,600,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,630,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,660,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,690,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,720,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,750,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,780,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,810,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,840,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,870,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,900,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,930,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,960,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,990,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,1020,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,1050,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,1080,0
27,26,27,20,0,0,0,0,0,0,0,0,0,0,1110,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,25,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,30,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,60,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,90,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,120,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,150,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,180,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,210,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,240,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,270,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,300,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,330,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,360,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,390,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,420,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,450,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,480,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,510,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,540,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,570,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,600,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,630,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,660,0
25,25,25,25,0,0,0,0,0,0,0,0,0,0,690,0
