Al,Co,Cr,Cu,Fe,Ni,V,Mo,Mn,Sn,W,Zr,Ti,Ta,Nb,T(K),E
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,643,171.39253
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,638,171.84327
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,633,172.29968
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,628,172.86531
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,626.12,173.08755
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,623,173.64483
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,618,174.55597
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,613,175.4906
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,608,176.44731
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,603,177.40638
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,598,178.32992
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,593,179.18202
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,588,179.95262
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,583,180.65586
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,578,181.30706
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,573,181.92028
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,568,182.50591
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,563,183.0693
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,558,183.6158
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,553,184.14825
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,548,184.66903
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,543,185.17999
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,538,185.68233
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,533,186.17823
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,528,186.66687
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,523,187.15005
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,518,187.62882
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,513,188.10224
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,508,188.57113
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,503,189.03658
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,498,189.49751
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,493,189.95585
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,487.77,201.69998
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,478,202.56231
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,473,203.0012
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,468,203.43846
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,463,203.87409
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,458,204.30809
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,453,204.74047
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,448,205.17121
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,443,205.60032
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,438,206.0278
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,433,206.45365
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,428,206.87786
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,423,207.30045
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,418,207.72141
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,413,208.14074
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,408,208.55844
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,403,208.97451
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,398,209.38895
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,393,209.80176
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,388,210.21294
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,383,210.62249
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,378,211.03041
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,373,211.4367
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,368,211.84136
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,363,212.24439
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,358,212.64579
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,353,213.04556
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,348,213.4437
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,343,213.84022
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,338,214.2351
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,333,214.62836
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,328,215.01999
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,323,215.40999
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,318,215.79836
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,313,216.18511
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,308,216.57023
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,303,216.95372
30,0,14,14,14,28,0,0,0,0,0,0,0,0,0,298.15,217.32415
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,850,176.1172359
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,845,176.5010846
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,840,176.8841922
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,835,177.2665586
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,830,177.6481838
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,825,178.0290678
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,820,178.4092107
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,815,178.7886123
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,810,179.1672728
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,805,179.5451921
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,800,179.9223702
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,795,180.2988071
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,790,180.6745029
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,785,181.0494574
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,780,181.4236708
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,775,181.797143
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,770,182.1698741
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,765,182.5418639
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,760,182.9131126
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,755,183.28362
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,750,183.6533863
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,745,184.0224114
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,740,184.3906954
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,735,184.7582381
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,730,185.1250397
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,725,185.4911001
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,720,185.8564193
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,715,186.2209973
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,710,186.5848342
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,705,186.9479298
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,700,187.3102843
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,695,187.6718976
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,690,188.0327697
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,685,188.3929007
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,680,188.7522904
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,675,189.110939
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,670,189.4688464
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,665,189.8260126
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,660,190.1824377
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,655,190.5381215
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,650,190.8930642
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,645,191.2472657
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,640,191.600726
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,635,191.9534451
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,630,192.305423
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,625,192.6566598
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,620,193.0071554
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,615,193.3569098
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,610,193.705923
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,605,194.054195
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,600,194.4017259
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,595,194.7485155
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,590,195.094564
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,585,195.4398713
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,580,195.7844375
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,575,196.1282624
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,570,196.4713462
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,565,196.8136888
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,560,197.1552902
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,555,197.4961504
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,550,197.8362694
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,545,198.1756473
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,540,198.514284
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,535,198.8521795
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,530,199.1893338
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,525,199.5257469
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,520,199.8614188
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,515,200.1963496
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,510,200.5305392
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,505,200.8639876
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,500,201.1966948
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,495,201.5286609
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,490,201.8598857
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,485,202.1903694
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,480,202.5201119
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,475,202.8491132
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,470,203.1773734
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,465,203.5048923
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,460,203.8316701
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,455,204.1577067
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,450,204.4830021
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,445,204.8075563
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,440,205.1313694
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,435,205.4544412
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,430,205.7767719
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,425,206.0983614
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,420,206.4192097
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,415,206.7393169
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,410,207.0586828
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,405,207.3773076
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,400,207.6951912
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,395,208.0123336
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,390,208.3287349
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,385,208.6443949
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,380,208.9593138
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,375,209.2734915
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,370,209.586928
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,365,209.8996233
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,360,210.2115774
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,355,210.5227904
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,350,210.8332622
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,345,211.1429928
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,340,211.4519822
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,335,211.7602304
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,330,212.0677375
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,325,212.3745034
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,320,212.680528
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,315,212.9858116
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,310,213.2903539
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,305,213.594155
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,300,213.897215
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,298.15,214.0091593
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,760,172.7323955
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,755,173.115457
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,750,173.4979242
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,745,173.8797971
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,740,174.2610756
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,735,174.6417598
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,730,175.0218497
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,725,175.4013453
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,720,175.7802465
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,715,176.1585534
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,710,176.536266
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,705,176.9133842
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,700,177.2899082
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,695,177.6658377
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,690,178.041173
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,685,178.415914
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,680,178.7900606
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,675,179.1636129
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,670,179.5365708
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,665,179.9089345
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,660,180.2807038
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,655,180.6518788
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,650,181.0224594
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,645,181.3924458
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,640,181.7618378
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,635,182.1306355
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,630,182.4988388
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,625,182.8664478
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,620,183.2334625
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,615,183.5998829
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,610,183.965709
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,605,184.3309407
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,600,184.6955781
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,595,185.0596212
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,590,185.4230699
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,585,185.7859243
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,580,186.1481844
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,575,186.5098502
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,570,186.8709216
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,565,187.2313987
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,560,187.5912815
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,555,187.95057
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,550,188.3092641
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,545,188.6673639
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,540,189.0248694
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,535,189.3817805
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,530,189.7380974
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,525,190.0938199
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,520,190.448948
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,515,190.8034819
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,510,191.1574214
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,505,191.5107666
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,500,191.8635175
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,495,192.215674
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,490,192.5672362
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,485,192.9182041
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,480,193.2685777
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,475,193.6183569
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,470,193.9675418
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,465,194.3161324
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,460,194.6641287
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,455,195.0115306
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,450,195.3583382
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,445,195.7045515
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,440,196.0501704
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,435,196.3951951
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,430,196.7396254
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,425,197.0834613
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,420,197.426703
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,415,197.7693503
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,410,198.1114033
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,405,198.452862
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,400,198.7937263
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,395,199.1339963
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,390,199.473672
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,385,199.8127534
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,380,200.1512404
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,375,200.4891331
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,370,200.8264315
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,365,201.1631356
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,360,201.4992453
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,355,201.8347607
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,350,202.1696818
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,345,202.5040085
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,340,202.837741
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,335,203.1708791
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,330,203.5034228
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,325,203.8353723
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,320,204.1667274
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,315,204.4974882
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,310,204.8276547
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,305,205.1572268
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,300,205.4862046
0,52,16,0,16,16,0,0,0,0,0,0,0,0,0,298.15,205.6077758
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,725,200.11679
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,720,200.51115
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,715,200.90463
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,710,201.29723
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,705,201.68896
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,700,202.0798
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,695,202.46977
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,690,202.85886
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,685,203.24707
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,680,203.6344
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,675,204.02086
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,670,204.40643
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,665,204.79113
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,660,205.17495
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,655,205.55789
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,650,205.93996
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,645,206.32115
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,640,206.70145
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,635,207.08088
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,630,207.45944
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,625,207.83711
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,620,208.21391
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,615,208.58983
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,610,208.96487
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,605,209.33903
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,600,209.71231
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,595,210.08472
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,590,210.45625
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,585,210.8269
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,580,211.19667
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,575,211.56557
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,570,211.93358
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,565,212.30072
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,560,212.66698
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,555,213.03236
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,550,213.39687
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,545,213.76049
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,540,214.12324
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,535,214.48511
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,530,214.84611
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,525,215.20622
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,520,215.56546
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,515,215.92381
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,510,216.28129
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,505,216.6379
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,500,216.99362
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,495,217.34847
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,490,217.70244
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,485,218.05553
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,480,218.40774
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,475,218.75907
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,470,219.10953
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,465,219.45911
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,460,219.80781
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,455,220.15563
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,450,220.50257
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,445,220.84864
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,440,221.19383
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,435,221.53814
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,430,221.88157
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,425,222.22412
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,420,222.5658
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,415,222.9066
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,410,223.24652
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,405,223.58556
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,400,223.92373
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,395,224.26101
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,390,224.59742
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,385,224.93295
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,380,225.2676
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,375,225.60138
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,370,225.93427
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,365,226.26629
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,360,226.59743
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,355,226.92769
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,350,227.25707
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,345,227.58558
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,340,227.91321
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,335,228.23996
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,330,228.56583
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,325,228.89082
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,320,229.21494
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,315,229.53818
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,310,229.86054
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,305,230.18202
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,300,230.50262
0,33,33,0,0,34,0,0,0,0,0,0,0,0,0,298.15,230.62102
0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,615,172.28587
0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,610,172.54923
0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,605,172.81195
0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,600,173.07403
0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,595,173.33546
0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,590,173.59624
0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,585,173.85639
0,25,25,0,0,25,25,0,0,0,0,0,0,0,0,580,174.11588
