C,Mn,Cu,Si,Ni,Cr,Mo,V,W,Co,P,S,AT,T,t
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,749.37,425.98
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,755.63,430.48
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,761.7,455.27
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,766.78,491.71
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,771.28,532.92
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,775.2,585.73
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,779.31,639.28
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,783.22,702.64
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,786.74,783.15
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,789.87,854.75
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,793,949.37
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,795.15,1021.26
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,797.89,1136.47
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,801.02,1255.71
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,803.76,1397.38
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,806.7,1577.35
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,809.44,1742.84
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,812.37,1932.56
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,814.92,2142.94
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,818.44,2480.03
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,821.18,2779.56
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,823.92,3159.98
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,826.46,3566.97
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,828.61,4084.16
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,831.16,4643.14
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,834.29,5203.93
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,836.63,5874.16
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,838.98,6536.87
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,841.13,7171.4
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,843.29,8095.02
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,845.05,9235.8
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,847.79,10585.91
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,850.33,11718.18
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,851.89,13113.55
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,854.05,14781.98
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,854.63,16602.32
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,856,18579.28
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,738.81,215.17
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,745.36,216.65
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,751.11,228.86
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,755.88,246.79
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,759.65,264.3
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,762.82,291.93
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,766.79,324.66
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,768.78,362.3
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,771.56,400.16
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,774.14,446.56
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,776.32,508.68
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,778.5,583.44
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,781.08,655.56
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,782.47,731.56
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,784.26,833.34
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,786.44,975.67
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,786.24,1028.65
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,787.23,1158.98
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,789.02,1301.1
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,790.01,1492.69
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,790.81,1756.37
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,792.59,1993.25
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,794.18,2278.5
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,795.17,2642.5
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,795.37,2977.3
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,797.16,3378.86
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,797.55,3890.42
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,798.74,4431.12
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,799.94,5102
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,801.13,6046.81
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,801.13,7063.7
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,802.32,8251.61
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,802.52,9569.86
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,803.51,10503.53
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,804.1,11767.27
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,804.9,13371.6
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,805.1,15140.81
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,805.1,17022.81
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,805.29,19412.47
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,805.69,22295.35
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,697.52,972.92
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,701.43,879.02
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,705.54,799.77
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,709.07,727.66
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,712.39,664.37
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,716.5,610.85
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,721.98,555.78
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,727.07,512.8
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,732.15,484.87
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,738.02,452.1
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,744.28,431.99
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,748.59,428.98
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,645.67,9536.79
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,648.61,8448.66
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,650.76,7458.07
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,652.91,6536.87
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,655.85,5853.26
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,657.8,5278.63
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,660.54,4777.4
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,662.5,4217.26
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,664.26,3789.71
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,667.19,3393.39
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,669.35,3006.22
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,672.28,2682.26
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,675.22,2393.22
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,677.76,2082.72
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,680.11,1864.91
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,682.85,1687.83
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,685.78,1495.25
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,689.5,1348.46
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,692.63,1198.87
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,694.98,1104.54
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,698.7,1014.01
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,611.24,97217.59
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,612.41,85310.82
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,614.76,75681.86
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,615.54,66412.68
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,617.5,59345.93
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,619.26,52077.51
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,621.02,46367.53
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,622.78,40688.65
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,625.32,36359.1
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,628.26,31675.26
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,630.22,27998.3
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,632.17,24391.51
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,634.13,21717.13
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,635.11,19126.6
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,636.87,17091.41
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,639.41,15052.66
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,641.17,13353.68
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,643.91,11675.73
0.28,0.36,0,0.11,0,2.57,0,0.36,8.88,0,0,0,1120,645.09,10740.71
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,656.25,972.33
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,659.23,871.31
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,663.2,772.8
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,665.98,694.9
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,669.75,620.57
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,672.33,548.53
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,676.49,493.23
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,680.07,443.5
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,684.83,398.79
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,689.79,359.82
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,693.96,334.83
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,699.32,297.99
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,704.67,271.65
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,709.83,255.4
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,715.39,242.6
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,722.54,225.75
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,729.28,221.15
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,737.02,218.89
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,614.97,9779.69
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,616.36,8806.38
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,618.54,7593.3
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,620.33,6666.74
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,622.71,5811.08
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,625.49,4885.41
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,627.47,4304.81
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,629.46,3820.73
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,631.84,3366.66
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,633.83,3053.6
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,635.61,2720.04
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,637.79,2422.91
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,639.98,2089.16
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,642.76,1834.23
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,645.14,1610.41
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,647.32,1444.91
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,650.69,1277.8
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,653.08,1134.11
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,655.06,1032.37
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,582.62,97989.38
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,584.41,87155.92
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,586,76427.08
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,588.78,67496.52
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,590.36,60462.08
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,592.35,53207.8
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,594.13,46657.96
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,595.13,41499.57
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,597.31,37439.41
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,598.9,32830.64
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,600.68,28585.51
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,601.87,25880.54
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,604.06,22694.66
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,606.44,19690.12
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,607.83,17575.52
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,610.01,15357.36
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,611.4,13708.08
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,612.99,11978.02
0.28,0,0,0.96,0.54,2.8,0,0.24,8.77,0,0,0,1175,614.18,10729.68
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,738.58,289.87
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,744.8,293.01
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,749.7,302.63
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,755.72,321.67
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,760.62,345.61
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,764.39,384.9
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,768.16,427.13
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,771.55,486.04
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,775.13,541.3
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,777.58,613.76
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,779.46,700.93
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,780.4,806.25
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,782.1,927.39
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,677.92,982.21
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,681.87,897.91
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,685.64,812.06
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,689.6,739.7
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,692.99,668.98
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,696.76,598.53
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,700.71,547.16
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,705.42,500.2
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,709.57,458.92
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,713.33,413.55
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,717.86,378.06
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,722.75,341.91
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,728.78,309.22
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,735.38,293.01
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,618.19,9800.05
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,619.89,8802.37
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,622.15,7797.49
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,624.6,6835.93
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,627.99,5869.69
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,631.01,5128.07
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,633.27,4526.94
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,636.09,4024.06
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,639.3,3527.82
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,642.12,3125.09
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,645.14,2787.57
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,648.53,2435.36
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,651.73,2164.83
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,654.74,1911.06
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,658.32,1716.51
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,662.47,1499.63
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,667.37,1342.31
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,670.76,1184.96
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,674.34,1101.83
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,677.92,1035.24
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,601.99,30477.72
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,603.69,27013.96
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,605.57,23769.42
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,606.89,21300.39
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,608.78,18879.63
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,611.04,16430.87
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,613.3,14352.11
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,614.62,12908.4
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,616.69,11193.14
0.3,0.4,0,0.43,0,2.3,0,0.34,8.78,0,0,0,1120,618.76,10252.91
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,733.5,1180.68
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,740.3,1231.89
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,745.63,1322.22
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,750.59,1429.24
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,756.1,1594.92
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,760.32,1767.26
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,763.81,1917.08
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,768.04,2131.75
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,772.08,2395.76
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,775.2,2664.04
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,779.8,2920.72
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,783.29,3157.15
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,787.51,3611.47
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,790.63,4175.25
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,793.02,4776.08
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,795.59,5199.35
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,627.51,9760.14
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,631.55,8653.92
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,635.41,7782.45
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,638.53,6974.02
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,642.02,6118.3
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,645.7,5502.17
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,649.37,4948.09
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,652.86,4340.95
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,657.82,3945.46
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,660.94,3535.61
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,664.25,3213.49
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,669.58,2900.13
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,674.9,2645.25
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,678.21,2395.76
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,682.8,2124.23
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,688.87,1951.3
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,694.01,1817.99
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,698.78,1693.8
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,704.3,1572.51
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,709.44,1485.96
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,714.77,1355.37
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,720.09,1299.03
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,727.99,1201.75
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,595.55,35062.2
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,599.04,30796.32
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,601.79,26952.15
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,604.73,24277.73
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,607.49,21868.69
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,609.87,19912.81
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,611.9,17936.9
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,615.94,15529.12
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,619.06,13988.19
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,622,12737.12
0.34,0.38,0,0.31,0,2.86,0,0.17,8.12,0,0,0,1150,625.12,11309.05
