C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,AT ,t,T
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,85.96,396
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,135.42,435
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,186.96,450
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,238.99,459
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,291.74,464
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,343.89,469
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,396.62,472
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,449.67,474
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,502.46,476
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,765.6,483
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1028.22,487
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1551.18,492
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2072.53,495
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2593.03,497
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3115.31,498
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3635.84,499
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4154.62,500
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4671.63,501
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,5195.69,501
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,7776.29,504
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,10365.7,505
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,15517.9,507
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,20670,508
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,25848.8,508
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,30974.3,509
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,36144.2,509
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,41243,510
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,46404,510
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,51565,510
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,64356.3,511
0.28,0.15,0.4,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,77236.5,511
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,551.14,335
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,602.3,354
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,882.9,390
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1171.45,403
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1745.73,417
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2319.84,424
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2890.38,429
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3462.62,432
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4035.72,434
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4605.29,436
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,5171.31,438
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,5742.61,439
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,8572.5,444
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,11393.4,447
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,17035.1,450
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,22658.9,452
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,28247.2,454
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,33853.1,455
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,39503.5,455
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,45082.8,456
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,50644.3,457
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,56276.9,457
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,70247.3,458
0.28,0.15,0.4,0.06,5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,84173.2,459
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,6273.78,299
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,6854.08,313
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,9926.06,342
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,13041.3,354
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,19270.9,366
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,25500.2,372
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,31711.4,376
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,37904.9,379
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,44107.1,381
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,50273.7,383
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,56484.8,384
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,62589.2,386
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,78027.8,388
0.28,0.15,0.4,0.06,8,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,93377.5,390
0.28,0.15,0.4,0.06,10,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,36197.2,275
0.28,0.15,0.4,0.06,10,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,42436.4,294
0.28,0.15,0.4,0.06,10,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,48897.3,304
0.28,0.15,0.4,0.06,10,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,55464.7,310
0.28,0.15,0.4,0.06,10,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,62005.3,315
0.28,0.15,0.4,0.06,10,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,68545.8,319
0.28,0.15,0.4,0.06,10,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,84919.2,326
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,58.88,392
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,81.63,431
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,130.66,458
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,181.41,469
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,232.55,476
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,283.82,481
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,335.58,484
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,386.99,487
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,438.72,489
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,490.18,491
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,747.94,497
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1006.05,500
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1517.46,505
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2030.73,507
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2540.56,509
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3052.16,510
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3562.02,511
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4070.12,512
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4576.45,513
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,5089.84,513
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,7630.32,515
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,10170.8,516
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,15225.1,518
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,20279.4,519
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,25315.9,520
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,30387.9,520
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,35459.9,520
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,40460.8,521
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,45523.9,521
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,50587,521
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,63133.6,522
0.28,0.15,0.1,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,75769.2,522
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,141,408
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,193.1,429
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,246.18,440
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,299.66,447
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,353.3,452
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,407.53,455
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,461.35,458
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,514.73,461
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,783.26,469
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1052.09,473
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1584.9,479
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2117.81,482
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2649.88,484
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3183.72,485
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3709.67,487
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4239.12,488
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4766.81,489
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,5301.55,489
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,7935.54,492
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,10578.3,493
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,15837.3,495
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,21096.2,496
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,26337.4,497
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,31560.7,498
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,36828.5,498
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,42025.2,499
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,47284,499
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,52542.9,499
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,65579,500
0.28,0.15,0.7,0.06,2.5,0.06,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,78703.9,500
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,291.63,320
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,334.15,373
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,386.53,392
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,440.26,404
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,494.93,412
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,549.92,418
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,826.14,435
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1101.54,444
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1652.34,453
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2201.41,458
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2746.08,462
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3294.23,464
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3838.86,466
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4379.95,468
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4925.44,469
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,5469.15,470
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,8174.4,474
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,10861.8,477
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,16263.2,479
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,21629,481
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,27003.6,482
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,32360.4,483
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,37699.4,484
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,43091.8,484
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,48404.1,485
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,53787.6,485
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,67135.1,486
0.28,0.15,0.7,0.06,2.5,1,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,80438.1,487
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,405.36,358
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,454.38,382
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,507.34,395
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,561.38,404
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,834.97,428
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1110.07,439
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1660.13,450
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2208.37,456
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2750.45,461
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3294.23,464
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3838.86,466
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4379.95,468
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4925.44,469
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,5469.15,470
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,8161.13,475
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,10861.8,477
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,16209.9,481
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,21557.9,483
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,26914.8,484
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,32253.8,485
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,37575,486
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,42949.6,486
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,48244.1,487
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,53609.8,487
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,66912.8,488
0.28,0.15,0.7,0.06,2.5,2,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,80171.3,489
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,533.62,359
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,581.84,379
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,848.84,417
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1122,432
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,1670.5,446
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2215.34,454
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,2759.2,459
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3304.75,462
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,3845.01,465
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4386.99,467
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,4925.44,469
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,5469.15,470
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,8161.13,475
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,10844.1,478
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,16183.3,482
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,21522.4,484
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,26825.9,486
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,32147.2,487
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,37450.6,488
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,42807.4,488
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,48084.1,489
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,53432,489
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,66579.3,491
0.28,0.15,0.7,0.06,2.5,4,0.5,0,4,0,0,0,0,0,0.02,0.006,1090,79904.5,491
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,342.62,343
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,392.31,370
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,445.79,384
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,500.6,393
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,555.55,400
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,833.97,418
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,1110.7,428
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,1666.7,437
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,2217.49,443
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,2770.86,446
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,3318.97,449
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,3867.93,451
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,4413.35,453
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,4963.17,454
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,5511.21,455
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,8238.12,459
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,10964.9,461
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,16391.9,464
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,21801,466
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,27218.9,467
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,32619.1,468
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,38001.5,469
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,43437.1,469
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,48792.8,470
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,54219.6,470
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,67675.4,471
0.37,1,0.1,0,5,1.2,1,0,0,0,0,0,0,0,0,0,1080,81086.7,472
