C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,AT ,t,T
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,253.0521316,535.38
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,299.4332334,533.68
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,355.8606765,529.67
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,410.0246816,526.23
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,476.6394668,523.37
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,539.5478919,521.09
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,627.1912632,517.65
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,732.3016286,513.06
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,851.2556354,509.05
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,989.5095727,503.88
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,1105.248668,496.4
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,1287.567482,489.79
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,1592.392047,483.48
0.23,0.3,0.53,0.3,1.55,0.29,0.21,0.11,0,0,0,0,0,0,0.018,0,940,1934.594728,470.81
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,1419.057522,313.03
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,1728.502452,331.14
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,2140.967132,344.89
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,2666.981481,360.08
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,3193.522645,370.21
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,3696.919551,378.16
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,4303.482091,383.21
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,5450.420382,389.68
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,6673.904687,394.71
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,7989.875277,398.3
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,9673.196276,400.43
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,11354.29046,401.84
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,13515.74533,401.79
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,16270.46631,401.74
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,19367.34103,400.97
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,22795.54606,400.2
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,27133.13652,397.97
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,31224.82406,395.76
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,37585.47126,392.8
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,43252.37901,389.86
0.23,0.22,0.22,3.6,1.7,0.53,0.12,0,0,0,0,0,0,0,0.015,0.004,900,49220.95095,389.1
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,10.72160986,384.76
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,11.35036951,413.13
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,12.01544888,440.58
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,13.08006795,464.36
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,14.23475511,478.07
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,15.9312554,489.94
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,17.82830273,498.15
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,19.53484637,505.46
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,22.32492456,512.75
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,24.8050439,516.38
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,29.15143916,520
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,33.54362544,520.88
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,39.69721139,522.67
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,45.68146256,526.3
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,51.82985573,526.27
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,62.20424167,528.05
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,75.7094341,529.83
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,87.11441008,529.8
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,103.211954,529.94
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,125.9244318,531.05
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,152.5597611,532.46
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,178.9369374,530.67
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,203.8590519,532.08
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,241.6740388,532.03
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,295.5085154,532.56
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,351.8762865,533.09
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,406.228136,533.63
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,474.2092269,535.04
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,543.8260412,534.43
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,671.6453309,536.97
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,794.4745689,537.5
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,973.6211511,539.18
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,1182.66025,540.86
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,1481.733159,542.54
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,1823.853706,543.06
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,2101.019097,544.75
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,2496.490973,548.17
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,2979.339538,549.28
0.26,0.3,1.67,0.03,0.05,0.11,0.06,0.01,0.013,0,0,0,0,0,0.023,0.015,920,3447.069184,549.24
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,4.327728425,375.02
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,4.354617364,396.94
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,4.555751218,416.68
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,4.818590277,429.11
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,5.154422332,445.92
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,5.637155306,458.35
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,6.234333059,471.52
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,6.971721019,482.49
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,8.152109415,495.66
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,9.372814028,502.25
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,10.83702312,511.03
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,12.25321348,518.35
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,14.08769693,524.94
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,16.19533739,527.88
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,19.14520408,533.01
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,22.63132597,535.95
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,27.81634089,538.16
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,35.7462098,538.91
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,44.67555948,541.13
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,52.51217419,541.14
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,64.53569627,539.7
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,77.56575069,539.71
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,91.68325004,539.73
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,109.5746268,537.55
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,135.406652,533.92
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,160.0515926,533.93
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,188.1135156,531.76
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,224.8277944,529.58
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,270.2028964,526.67
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,332.0473358,523.04
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,392.4370478,520.13
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,466.4445252,519.42
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,542.1257051,515.78
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,630.1587921,515.06
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,744.7662709,512.15
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,860.8153446,508.51
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,1011.789108,507.79
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,1267.827011,503.25
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,1519.602502,503.26
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,1761.367587,501.82
0.35,0.47,1.62,0.1,0.1,0.01,0.11,0.14,0.02,0,0,0,0,0,0.001,0.008,890,2081.804773,499.82
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,10.33308495,455.37
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,10.70532854,466.54
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,11.00018528,480.45
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,11.4245736,487.11
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,13.25500818,502.73
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,14.93929145,511.69
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,16.760231,517.17
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,20.06550064,523.56
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,24.33548466,529.5
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,29.92678062,532.67
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,38.5167824,535.83
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,46.53931642,536.7
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,56.04669398,541.72
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,66.782089,544.44
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,79.86196651,549
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,97.87685363,554.01
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,114.2141731,559.03
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,136.5809094,563.13
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,166.7976778,567.22
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,198.7696166,572.24
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,251.8198727,574.95
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,314.0653323,579.49
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,388.9197519,581.74
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,463.4362486,584.92
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,584.049962,587.62
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,703.2342269,588.96
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,855.7166849,591.21
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,1059.717241,593.92
0.38,0.3,1.63,0.01,0.02,0.12,0.07,0.01,0.021,0,0,0,0,0,0.018,0.016,920,1219.15802,595.26
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,15.22544518,499.39
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,15.50101013,506.72
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,15.64011709,512.22
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,15.88437019,514.97
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,16.34820218,518.44
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,17.08795139,523.06
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,17.82173575,527.83
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,18.939565,532.02
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,20.3287184,536.78
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,21.63615081,542.37
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,23.05154294,544.27
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,24.68027531,549
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,26.98174292,553.73
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,29.91093575,558.27
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,33.57685382,563.36
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,35.92278508,566.38
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,37.46881861,568.9
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,39.42484549,570.51
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,41.70133899,572.56
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,43.72401151,573.48
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,45.04846529,574.62
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,46.08504331,571.63
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,47.72654541,565.88
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,48.91026321,561.74
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,50.91901572,555.54
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,52.45537547,548.18
0.45,1.45,1.34,0,0,0,0.1,0,0,0,0,0,0,0,0.022,0.013,900,54.14021798,542.79
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,7.411907658,418.94
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,7.415151012,437.45
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,7.812679346,449.13
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,8.171466413,464.71
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,8.674211357,478.35
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,9.4848398,490.03
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,10.3719401,503.66
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,11.51012394,512.42
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,12.67885397,521.19
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,14.60225741,529.95
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,15.84601271,533.84
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,18.38145985,532.86
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,22.62819955,532.86
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,25.67260862,534.8
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,29.12460205,533.83
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,34.29256733,534.8
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,39.48662361,534.79
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,47.53571164,532.84
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,59.38954527,530.89
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,70.44821605,531.86
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,82.93732045,527.96
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,94.7916319,526.98
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,115.8217173,525.03
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,138.401246,523.07
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,178.1271011,521.12
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,216.0130555,515.27
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,258.1309026,514.29
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,310.7491862,511.37
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,382.4899249,506.49
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,460.4579758,503.57
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,526.2353275,499.67
0.43,0.28,0.67,0,0.32,0,0.1,0,0,0,0,0,0,0,0,0,1000,579.0819124,498.36
